美食,酒店,购物,生活服务,丽人,旅游景点,休闲娱乐,运动健身,教育培训,文化传媒,医疗,汽车服务,交通设施,金融,房地产,公司企业,政府机构,出入口,自然地物,道路,门址,绿地,行政区划,地铁线路,公交线路,行政地标,商圈,铁路,其他线要素,水系,纬度,经度,急救中心
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.163416190882245,115.6307178575652,0
0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,6,0,1,0,1,0,0,0,0,0,2,0,0,0,0,35.163416190882245,115.64161480662207,0
2,0,3,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,35.163416190882245,115.65251175567892,0
3,0,8,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35.163416190882245,115.66340870473577,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35.17242971254964,115.38008802925751,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35.17242971254964,115.39098497831438,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.40188192737122,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.41277887642809,0
1,0,6,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.42367582548493,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,35.17242971254964,115.4345727745418,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.44546972359865,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.45636667265552,0
1,0,5,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,35.17242971254964,115.46726362171236,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.4781605707692,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.48905751982608,0
28,2,44,17,11,0,4,1,2,1,11,0,2,2,17,7,17,5,0,0,0,0,0,0,0,2,0,0,0,0,35.17242971254964,115.49995446888292,0
8,2,10,3,0,2,0,0,4,0,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.51085141793979,0
0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.17242971254964,115.52174836699663,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.17242971254964,115.5326453160535,0
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,35.17242971254964,115.54354226511035,0
0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35.17242971254964,115.55443921416722,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.17242971254964,115.56533616322406,0
3,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35.17242971254964,115.57623311228093,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.58713006133777,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.59802701039465,0
0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,35.17242971254964,115.60892395945149,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.17242971254964,115.61982090850836,0
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35.17242971254964,115.6307178575652,0
0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.64161480662207,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17242971254964,115.65251175567892,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35.17242971254964,115.66340870473577,0
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35.18144323421705,115.38008802925751,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.39098497831438,0
0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.40188192737122,0
0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35.18144323421705,115.41277887642809,0
19,2,47,5,5,0,0,1,3,1,7,3,5,4,0,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,35.18144323421705,115.42367582548493,0
8,1,2,1,2,0,0,0,2,1,4,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35.18144323421705,115.4345727745418,0
0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.18144323421705,115.44546972359865,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.45636667265552,0
1,0,11,0,1,0,1,0,0,0,1,0,3,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,35.18144323421705,115.46726362171236,0
1,0,12,0,0,0,1,0,2,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,35.18144323421705,115.4781605707692,0
5,0,3,0,0,0,2,0,2,0,3,2,5,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.48905751982608,0
20,5,30,6,3,0,4,1,9,1,3,6,8,2,2,15,10,5,0,1,0,0,1,0,0,2,0,0,0,0,35.18144323421705,115.49995446888292,0
2,0,6,1,0,0,0,0,3,0,0,2,1,0,2,17,3,1,0,0,0,0,1,0,0,0,0,0,0,0,35.18144323421705,115.51085141793979,0
3,0,2,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.18144323421705,115.52174836699663,0
1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.5326453160535,0
3,2,0,2,0,1,1,1,2,0,9,0,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.54354226511035,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.55443921416722,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35.18144323421705,115.56533616322406,0
12,1,45,4,6,0,1,2,3,0,6,0,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.57623311228093,0
2,0,5,1,1,0,1,0,3,0,1,0,0,1,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,35.18144323421705,115.58713006133777,0
0,0,4,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.18144323421705,115.59802701039465,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.60892395945149,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18144323421705,115.61982090850836,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.18144323421705,115.6307178575652,0
4,0,7,1,1,1,0,0,4,0,5,0,2,0,1,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,35.18144323421705,115.64161480662207,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35.18144323421705,115.65251175567892,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.18144323421705,115.66340870473577,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.38008802925751,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.190456755884455,115.39098497831438,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.190456755884455,115.40188192737122,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.190456755884455,115.41277887642809,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.42367582548493,0
12,0,8,5,1,0,3,0,3,0,3,6,5,0,0,1,17,1,0,0,0,0,0,0,0,2,0,0,0,0,35.190456755884455,115.4345727745418,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.190456755884455,115.44546972359865,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,35.190456755884455,115.45636667265552,0
1,0,2,2,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,35.190456755884455,115.46726362171236,0
0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35.190456755884455,115.4781605707692,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.48905751982608,0
3,0,14,2,2,0,0,0,2,0,1,7,4,0,11,2,10,1,0,4,0,0,0,0,0,2,0,0,0,0,35.190456755884455,115.49995446888292,0
1,0,4,1,0,0,0,0,3,0,0,6,3,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.51085141793979,0
0,0,2,1,1,0,0,0,2,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,3,0,0,0,0,35.190456755884455,115.52174836699663,0
1,0,2,2,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35.190456755884455,115.5326453160535,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.54354226511035,0
0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,4,5,1,0,1,0,0,0,0,0,2,0,0,0,0,35.190456755884455,115.55443921416722,0
0,1,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,35.190456755884455,115.56533616322406,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.57623311228093,0
0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.58713006133777,0
5,1,4,2,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,35.190456755884455,115.59802701039465,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,35.190456755884455,115.60892395945149,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.61982090850836,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.6307178575652,0
12,0,26,0,0,1,2,0,1,0,0,4,6,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,35.190456755884455,115.64161480662207,0
